STT,Mã Nhóm,Tên Nhóm Sản Phẩm,Tồn Đầu SL,Tồn Đầu VNĐ,Tổng Tiền Nhập VNĐ,Tổng Tiền Xuất HĐ VNĐ,Tổng Tiền Giá Vốn VNĐ,Tồn Cuối SL,Tồn Cuối VNĐ,Nhập T1 VNĐ,Xuất T1 VNĐ,Nhập T2 VNĐ,Xuất T2 VNĐ,Nhập T3 VNĐ,Xuất T3 VNĐ,Nhập T4 VNĐ,Xuất T4 VNĐ,Nhập T5 VNĐ,Xuất T5 VNĐ,Nhập T6 VNĐ,Xuất T6 VNĐ,Nhập T7 VNĐ,Xuất T7 VNĐ,Nhập T8 VNĐ,Xuất T8 VNĐ,Nhập T9 VNĐ,Xuất T9 VNĐ,Nhập T10 VNĐ,Xuất T10 VNĐ,Nhập T11 VNĐ,Xuất T11 VNĐ,Nhập T12 VNĐ,Xuất T12 VNĐ
11.0,LCD-DELL-27,Màn hình DELL 27 inch,60.0,189234201.0,188639093.0964848,158659999.0,169339865.9917535,81.0,208533428.1047313,0.0,0.0,40000000.02045913,0.0,0.0,19363636.0,0.0,0.0,14318180.00732344,4090909.0,0.0,12727273.0,17066365.00872907,12272727.0,40909095.02092411,11263637.0,48545453.02482994,20909091.0,17300000.00884857,37245454.0,0.0,14869091.0,10500000.00537052,25918181.0
12.0,LCD-SAM-24,Màn hình Samsung 24-27 inch,4.0,11555238.0,0.0,6236364.0,7211414.236292595,2.0,4343823.763707405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6236364.0
13.0,MS-LOGI,Chuột Logitech,1654.0,189774100.0,248267966.3502676,100027259.0,126884933.0729725,3031.0,311157133.2772951,0.0,2918181.0,56216353.02875344,2845455.0,19718175.01008542,8449999.0,5831819.002982848,3245454.0,4126087.002110403,2927272.0,25714809.74750642,7540907.0,4172730.00213426,4131817.0,19699988.01007611,4218181.0,21649954.01107348,6895455.0,14124161.87196995,21659096.0,17080002.00873605,5949999.0,59933886.6548393,29245443.0
14.0,MS-RAPO,Chuột Rapoo,2106.0,237351699.0,56440907.02886829,117529088.0,219228542.2718365,873.0,74564063.75703178,0.0,1318182.0,17145455.00876953,4045454.0,0.0,5922727.0,0.0,6718182.0,0.0,5345456.0,0.0,4295454.0,0.0,6410909.0,3245454.001659979,3700002.0,0.0,7100000.0,0.0,40918179.0,0.0,1190908.0,36049998.01843879,30563635.0
15.0,OTH-GEN-MID,Hàng hóa khác,7628.0,4817725010.0,3666383848.042274,4554775022.0,3820990716.491413,10028.0,4663118141.55086,98319331.0502882,429709664.0,391323275.5621012,136845457.0,327673312.1675978,667222727.0,208031808.1064037,267968180.0,271128654.1595714,197473634.0,392546611.2311818,292640906.0,199199680.1018863,156250909.0,379825920.6783056,255295723.0,318270024.1627882,402571956.0,292348584.2068012,326851685.0,433136706.8850536,475103876.0,354579939.7302942,946840305.0
16.0,PC-ASU-EXP,Laptop ASUS ExpertBook,13.0,164182075.0,0.0,88609092.0,110344825.3176932,6.0,53837249.68230678,0.0,0.0,0.0,0.0,0.0,30345455.0,0.0,13454545.0,0.0,13627273.0,0.0,16454546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14727273.0
17.0,PC-ASU-ROG,Laptop ASUS Gaming (ROG/TUF),3.0,8767993.0,16177272.00827432,0.0,0.0,8.0,24945265.00827432,0.0,0.0,2909091.001487937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177273.001625106,0.0,0.0,0.0,6727272.003440853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3363636.001720427,0.0
18.0,PC-DELL-INS,Laptop DELL Inspiron Series,213.0,908383147.0,424850908.217302,623336390.0,760938745.2351855,170.0,572295309.9821166,0.0,0.0,2890909.001478637,0.0,101454545.0518918,0.0,0.0,14090909.0,2809092.00143679,0.0,4131818.002113335,29954546.0,48759090.02493921,75400000.0,156428181.0800096,86463637.0,19727273.01009007,42900000.0,0.0,227681817.0,38036364.01945477,10454545.0,50613636.02588777,136390936.0
19.0,PC-DELL-INS-DT,PC Dell Inspiron Desktop,26.0,275885811.0,147363636.0753733,194981817.0,237686467.6094373,22.0,185562979.4659359,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123000000.0629118,0.0,0.0,0.0,0.0,0.0,0.0,11636363.0,24363636.01246147,16540909.0,0.0,150804545.0
20.0,PC-DELL-LAT,Laptop DELL Latitude Series,22.0,229745893.0,127654840.0711754,169845455.0,191107866.8282059,20.0,166292866.2429695,0.0,0.0,0.0,0.0,45473022.02914121,10454545.0,0.0,26081819.0,0.0,15263636.0,0.0,9045454.0,82181818.04203421,94454546.0,0.0,14545455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,PC-DELL-OPT,PC Dell OptiPlex,17.0,226455706.0,0.0,122218181.0,149640241.2710028,8.0,76815464.72899716,0.0,0.0,0.0,13254546.0,0.0,29036363.0,0.0,0.0,0.0,15590909.0,0.0,0.0,0.0,12718182.0,0.0,0.0,0.0,12272727.0,0.0,22718181.0,0.0,16627273.0,0.0,0.0
22.0,PC-DELL-VOS,Laptop DELL Vostro Series,24.0,311732602.0,295218870.2092722,272440908.0,299225368.4381106,29.0,307726103.7711616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24676708.99517055,0.0,0.0,115981817.0,42727272.02185407,51277273.0,71818182.03673343,18000000.0,10545455.00539377,0.0,14181818.00725369,71954546.0,14363636.00734669,15227272.0,116905798.13552,0.0
23.0,PC-DELL-VOS-DT,PC Dell Vostro Desktop,123.0,993279169.0,57298979.38419139,691235052.0,522444713.8664787,93.0,528133434.5177127,1188000.000607636,0.0,0.0,10445455.0,0.0,21354546.0,0.0,24027273.0,36000002.01841322,26354546.0,25960.35489748263,23625454.0,0.0,0.0,0.0,46636364.0,0.0,14263636.0,0.0,34363636.0,20085017.01027305,15164142.0,0.0,475000000.0
24.0,PC-DELL-XPS,Laptop DELL XPS Premium,1.0,15871570.0,29283636.01497794,0.0,0.0,2.0,45155206.01497794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29283636.01497794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,PC-HP-PAV,Laptop HP Pavilion,23.0,337550257.0,331699088.1696569,271409092.0,354052784.6731453,25.0,315196560.4965116,0.0,0.0,22216364.01136319,23809091.0,0.0,30400000.0,0.0,13590909.0,13954545.00713745,127727273.0,0.0,29081819.0,14081818.00720254,14990909.0,0.0,0.0,117490909.060094,15627273.0,0.0,0.0,0.0,16181818.0,163955452.0838597,0.0
26.0,PC-HP-PRO,Laptop HP ProBook,2.0,31612229.0,17818182.00911361,24950000.0,20565748.02360592,2.0,28864662.98550769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17818182.00911361,24950000.0,0.0,0.0,0.0,0.0
27.0,PC-LEN-IP,Laptop LENOVO IdeaPad,11.0,91534934.0,12272727.00627723,56595453.0,59801055.20750136,7.0,44006605.79877588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12272727.00627723,0.0,0.0,12322727.0,0.0,0.0,0.0,0.0,0.0,44272726.0
28.0,PC-LEN-TP,Laptop LENOVO ThinkPad,46.0,291977142.0,287518181.1470593,249345453.0,165387166.9873206,83.0,414108156.1597387,0.0,0.0,0.0,0.0,24545454.01255446,17272727.0,15454545.00790466,15545455.0,23881818.01221503,25454545.0,0.0,0.0,17909091.00916011,34181818.0,103454546.0529147,44718182.0,28909091.01478637,28909090.0,0.0,0.0,43363636.02217955,67681818.0,30000000.01534434,15581818.0
29.0,PC-LEN-V,Laptop LENOVO V-Series,94.0,913210178.0,990398021.506567,692663637.0,924831931.8150005,117.0,978776267.6915665,0.0,0.0,0.0,21718181.0,0.0,25590909.0,0.0,0.0,0.0,0.0,0.0,0.0,34873636.01783711,50627272.0,412194543.2108285,211454547.0,228130363.1166837,193454546.0,106300000.0543701,0.0,46808765.02394167,73781818.0,162090714.0829059,116036364.0
30.0,PC-LEN-V-DT,PC Lenovo Desktop,180.0,1593761637.0,1268061818.648586,1232663638.0,1540168849.232122,181.0,1321654606.416464,275481818.1409029,79054546.0,429754545.2198101,174345454.0,94270000.04821704,266354546.0,0.0,103536364.0,0.0,69472728.0,0.0,65399999.0,41227273.02108685,39572727.0,19620000.0100352,31472727.0,123681818.0632606,58581817.0,68190000.0348777,68045456.0,215836364.1103956,260109092.0,0.0,16718182.0
31.0,PC-MAC-AIR,Apple MacBook Air,3.0,53108133.0,40181818.02055213,41081818.0,47007023.28568429,3.0,46282927.73486784,0.0,0.0,0.0,0.0,23363636.01194999,23363636.0,16818182.00860213,17718182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,PC-MSI-DT,PC MSI Desktop,47.0,101090592.0,153681768.0786049,30989092.0,34965983.1026509,106.0,219806376.975954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64590888.03303683,11136364.0,0.0,0.0,89090880.04556805,2354545.0,0.0,17498183.0
33.0,PC-MSI-GF,Laptop MSI Gaming Series,21.0,338546554.0,407022294.8412192,215763635.0,271351500.0000213,32.0,474217348.8411978,0.0,0.0,155322540.7174962,17700000.0,61881818.0316512,14545455.0,0.0,13727273.0,0.0,0.0,0.0,0.0,0.0,49318180.0,118354545.0605358,0.0,15127273.00773727,33818182.0,15127273.00773727,35954546.0,27425679.18213052,0.0,13783165.83393105,50699999.0
34.0,PC-MSI-MOD,Laptop MSI Modern Series,8.0,82338594.0,121890909.0623446,28181818.0,42485308.26179323,15.0,161744194.8005513,0.0,0.0,44545455.02278403,0.0,77345454.03956051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28181818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,PC-SYS-AMD,PC Lắp Ráp AMD Ryzen,37.0,226208575.0,219163639.1120974,196354546.0,220086011.3856644,50.0,225286202.7264329,0.0,0.0,0.0,0.0,135000000.0690496,35045455.0,0.0,0.0,0.0,58909091.0,15090909.00771867,20636364.0,23172727.01185235,33081818.0,26718184.01366577,6954545.0,13090910.00669572,41727273.0,0.0,0.0,2727273.001394941,0.0,3363636.001720427,0.0
36.0,PC-SYS-G,PC Văn phòng Entry (G/Celeron),108.0,377858644.0,66718181.0341249,298590908.0,198169257.085376,102.0,246407567.9487489,0.0,0.0,55909091.02859628,279818181.0,0.0,1363636.0,6363636.003254861,1445456.0,0.0,0.0,0.0,1172727.0,0.0,0.0,4445454.002273752,1481818.0,0.0,0.0,0.0,1454545.0,0.0,1445454.0,0.0,10409091.0
37.0,PC-SYS-I3,PC Văn phòng Core i3,131.0,649849362.0,812727536.4156923,384423636.0,343593778.9286176,250.0,1118983119.487075,0.0,0.0,10854546.00555186,13427273.0,86645452.04431726,20272728.0,0.0,37036363.0,26090909.01334493,28154546.0,43317935.02215618,43218181.0,13512740.00691147,22509090.0,40120686.02052086,32163637.0,62331903.03188141,26654545.0,36540479.01868965,24232727.0,72030165.03684185,65209092.0,421282721.2154769,71545454.0
38.0,PC-SYS-I5,PC Văn phòng Core i5,124.0,735085682.0,888442625.7702997,465972723.0,360422836.7462988,244.0,1263105471.024001,17822354.00911574,27845454.0,36673894.01875789,18145455.0,77834882.03981085,3354545.0,17089043.00874067,48481818.0,16111677.00824077,41709090.0,39861680.02038838,66909091.0,91697544.0469013,16545455.0,116019201.0593413,29254544.0,46884233.02398026,24763636.0,34770330.96743248,73054547.0,149805062.4428543,3809091.0,243872724.1247356,112099997.0
39.0,PC-SYS-I7,PC Đồ họa Core i7,19.0,108913756.0,131577614.8694502,67527273.0,30784203.34984419,43.0,209707167.519606,2751980.001407578,0.0,7585664.003879902,16809091.0,30264182.01547947,0.0,233133.0001192424,0.0,4719290.002413814,0.0,6016243.003077177,0.0,1037957.000530892,0.0,5227273.002673636,0.0,15454545.00790466,0.0,0.0,0.0,58287347.83196384,15081818.0,0.0,35636364.0
40.0,PRN-BRO-DCP,Máy in Đa năng Brother (DCP),51.0,204830418.0,221811054.1134515,154263638.0,178049543.1969315,72.0,248591928.9165199,104481308.0534399,8518182.0,29738182.01521043,10145454.0,4818182.002464395,24827273.0,77965709.03987776,0.0,0.0,18563636.0,0.0,5136364.0,0.0,21036363.0,0.0,8581819.0,0.0,13218181.0,0.0,3354545.0,4807673.00245902,10072728.0,0.0,30809093.0
41.0,PRN-BRO-HL,Máy in Laser Brother (HL),401.0,1021086203.0,794549605.4063947,767154545.0,1014987455.739811,386.0,800648352.666584,432554548.2212422,126936364.0,185409018.0948327,122768179.0,0.0,41240909.0,157036365.0803207,157772726.0,0.0,5072727.0,0.0,11318181.0,0.0,138145454.0,3254545.001664629,52718182.0,0.0,20636365.0,0.0,18090909.0,12267856.00627474,48545455.0,4027273.002059862,23909094.0
42.0,PRN-CAN-LBP,Máy in Laser Canon (LBP),571.0,1321552776.0,959570142.184817,1166432596.0,1096691185.359073,682.0,1184431732.825744,58829872.0300902,47854546.0,70292728.0359532,70509091.0,22534362.01152584,85218183.0,85054290.04350342,61949999.0,10309090.76155471,75127274.0,18240909.00932983,66681819.0,3431815.001755299,123563635.0,30179799.01543631,94754412.0,103062728.0527143,79117274.0,119708183.0612281,111836369.0,81949091.04191518,70909092.0,355977274.1198105,278910902.0
43.0,PRN-CAN-MF,Máy in Đa năng Canon (MF),6.0,24352573.0,29545455.077376,13540910.0,15326686.59222022,10.0,38571341.48515578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9363637.0,29545455.077376,4177273.0
44.0,PRN-EPS-L,Máy in Phun màu Epson (L-Series),14.0,84866751.0,86600908.04429448,68136363.0,58491815.91434894,22.0,112975843.1299455,0.0,0.0,0.0,0.0,0.0,0.0,24036364.01229408,18409091.0,10400000.00531937,0.0,0.0,8545454.0,7181818.003673343,0.0,0.0,0.0,0.0,0.0,21664544.01108094,19363636.0,11863636.00606799,14818182.0,11454546.00585875,7000000.0
45.0,PRN-HP-LJ,Máy in Laser HP (LaserJet),14.0,66381785.0,70236365.03592438,50395456.0,51800501.80533448,22.0,84817648.23058988,9818182.005021786,0.0,15090910.00771867,0.0,10000000.00511478,16518182.0,5363636.002743383,5909091.0,15545455.00795116,14772728.0,13090909.00669571,13195455.0,0.0,0.0,0.0,0.0,418182.000213891,0.0,0.0,0.0,454545.0002324898,0.0,454546.0002324904,0.0
46.0,RAM-16G-D4,RAM 16GB DDR4,18.0,15131275.0,16409091.00839289,9663637.0,8493538.05106408,32.0,23046827.95732881,0.0,0.0,0.0,0.0,0.0,2481818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490910.0,0.0,0.0,590909.0003022371,2427273.0,0.0,0.0,2727273.001394941,3263636.0,13090909.00669571,0.0
47.0,RAM-8G-D4,RAM 8GB DDR4,86.0,39338730.0,35781835.01830163,34954545.0,29024941.49607237,127.0,46095623.52222925,5500000.00281313,9281818.0,17454560.00892763,954545.0,0.0,3354545.0,3090910.001580933,7727273.0,5590905.002859626,0.0,4145460.002120312,5145455.0,0.0,418182.0,0.0,0.0,0.0,3072727.0,0.0,0.0,0.0,5000000.0,0.0,0.0
48.0,SCN-HP-SJ,Máy quét HP ScanJet,25.0,192358070.0,126627275.0647671,146072727.0,169468420.3132235,24.0,149516924.7515436,7590909.003882584,8318182.0,8818182.004510308,20809091.0,0.0,0.0,0.0,0.0,0.0,0.0,13090910.00669572,14627272.0,24163637.01235917,26045455.0,8000000.004091825,18172727.0,12681818.00648647,6681818.0,16000000.00818365,17800000.0,30172728.01543269,26354546.0,6109091.003124666,7263636.0
49.0,SRV-INSTALL,Phí lắp đặt / Sửa chữa,2.0,937651.0,1730000.000884857,0.0,0.0,5.0,2667651.000884857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0001278695,0.0,80000.00004091825,0.0,1400000.000716069,0.0
50.0,SSD-128-256,SSD 120-256GB,621.0,202038092.0,192695473.0985595,178227274.0,179484082.3701262,823.0,215249482.7284333,0.0,0.0,0.0,5427273.0,16818200.00860214,8618182.0,0.0,2918181.0,0.0,2600001.0,0.0,1309091.0,0.0,9627273.0,58727309.03003774,3818181.0,116363600.0595174,69418182.0,0.0,2163636.0,786364.0004022081,20918182.0,0.0,51409092.0
51.0,SSD-480-512,SSD 480-512GB,30.0,21541596.0,17418189.00890902,20481818.0,17291801.89960791,40.0,21667983.10930112,0.0,1636364.0,0.0,1363636.0,3000000.001534435,2236364.0,0.0,0.0,0.0,0.0,0.0,1118182.0,0.0,1281818.0,3690909.001887819,2636364.0,10727280.00548677,2027273.0,0.0,0.0,0.0,4681818.0,0.0,3499999.0
52.0,SW-WIN-PRO,Bản quyền Windows,127.0,82728112.0,23328000.01193176,45350000.0,72785897.24234843,66.0,33270214.76958331,0.0,650000.0,0.0,2100000.0,5600000.002864278,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,900000.0,0.0,5860000.0,0.0,0.0,0.0,5250000.0,3350000.001713452,12590000.0,14378000.00735403,16500000.0
53.0,UPS-SAN-500,Bộ lưu điện Santak 500VA+,86.0,80015789.0,49594567.02536654,60218183.0,69691253.05532412,81.0,59919102.97004244,0.0,0.0,0.0,2109091.0,15894553.00812972,13136364.0,0.0,1018182.0,17636378.00902062,15272727.0,0.0,890909.0,5290909.002706185,1045455.0,0.0,4072727.0,0.0,0.0,5372727.002748033,2809091.0,5400000.002761982,3136364.0,0.0,16727273.0
54.0,VGA-GTX-16,Card đồ họa GTX 16-Series,11.0,36426361.0,32735680.01674359,32627272.0,31486380.51391692,14.0,37675660.50282666,0.0,0.0,0.0,0.0,8909091.004556805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279682.0001430513,4454545.0,23546907.01204373,4772727.0,0.0,4245455.0,0.0,0.0,0.0,3990909.0,0.0,15163636.0
55.0,WST-DRUM,Trống máy in (Drum),97.0,26190431.0,34259098.01752278,12218182.0,5637189.846575816,235.0,54812339.17094696,11110909.00568299,0.0,600000.000306887,0.0,2777727.001420747,2090909.0,13888636.00710373,1454546.0,1754550.000897414,1727272.0,0.0,0.0,0.0,0.0,2863639.001464689,3063637.0,0.0,2236364.0,0.0,0.0,854546.0004370817,0.0,409091.0002092411,1645454.0
56.0,WST-INK-REFILL,Mực nạp / Mực đổ lẻ,2161.0,167916840.0,138725030.0709548,169242740.0,127417120.3141409,3168.0,179224749.756814,11110908.00568299,336364.0,11069450.00566178,19236365.0,36189090.01850993,24072731.0,14238635.00728275,4745455.0,16448182.00841288,8481819.0,14740000.00753919,14763636.0,6247273.003195344,2863635.0,9759671.00499186,12843638.0,1672727.000855563,4495455.0,3310001.001692993,14281819.0,7318183.003743091,37327275.0,6620910.003386451,25794548.0
57.0,WST-ROLL,Trục sấy / Rulo,14.0,3404485.0,1963638.001004358,2472727.0,1288518.499787706,21.0,4079604.501216652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781818.000911361,0.0,181820.000092997,272727.0,0.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,TỔNG CỘNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
