STT,Mã Nhóm,Tên Nhóm Sản Phẩm,Tồn Đầu SL,Tồn Đầu VNĐ,Tổng Tiền Nhập VNĐ,Tổng Tiền Xuất HĐ VNĐ,Tổng Tiền Giá Vốn VNĐ,Tồn Cuối SL,Tồn Cuối VNĐ,Nhập T1 VNĐ,Xuất T1 VNĐ,Nhập T2 VNĐ,Xuất T2 VNĐ,Nhập T3 VNĐ,Xuất T3 VNĐ,Nhập T4 VNĐ,Xuất T4 VNĐ,Nhập T5 VNĐ,Xuất T5 VNĐ,Nhập T6 VNĐ,Xuất T6 VNĐ,Nhập T7 VNĐ,Xuất T7 VNĐ,Nhập T8 VNĐ,Xuất T8 VNĐ,Nhập T9 VNĐ,Xuất T9 VNĐ,Nhập T10 VNĐ,Xuất T10 VNĐ,Nhập T11 VNĐ,Xuất T11 VNĐ,Nhập T12 VNĐ,Xuất T12 VNĐ
41.0,PRN-HP-LJ,Máy in Laser HP (LaserJet),27.0,48529488.0,58235960.5849769,44590909.0,42413253.20091632,51.0,64352195.3840606,9239948.728393756,0.0,6159965.173599449,0.0,16323908.29083529,5962183.845894032,615996.9045577779,5658134.010009227,5675968.850297087,5755304.188628223,14123918.93113126,2689632.432660871,219999.0327698611,2630942.243837443,2727984.908763613,9666758.749450099,1187992.647369168,2187266.995001056,0.0,0.0,439997.0975451395,4212497.145113912,1520280.019714503,3650533.590321449
42.0,RAM-16G-D4,RAM 16GB DDR4,115.0,73873469.0,139048025.1582181,16963636.0,18657927.76582052,318.0,194263566.3923976,3854378.252874836,0.0,33571812.90650183,0.0,0.0,0.0,0.0,1631357.705517516,0.0,815678.8527587581,0.0,10603825.08586385,0.0,0.0,0.0,815678.8527587581,5785967.882684726,0.0,8909950.663236257,1615077.309307433,86925915.45292045,2382232.469710655,0.0,794077.4899035516
43.0,RAM-8G-D4,RAM 8GB DDR4,296.0,104118818.0,174340220.9565536,47163627.0,57728572.91676974,683.0,220730466.0397839,41606166.97403653,0.0,28643838.63803419,0.0,0.0,0.0,0.0,0.0,0.0,919733.8174773039,0.0,14255874.17089821,0.0,2299334.54369326,3475980.458587641,0.0,10322343.81474234,10005329.61178101,7519556.156614201,6797872.697656883,82772334.91453876,4342671.865789458,0.0,19107756.20947361
44.0,SCN-HP-SJ,Máy quét HP ScanJet,44.0,364696819.0,292070372.4607896,337781822.0,368394688.2363072,46.0,288372503.2244824,0.0,0.0,5851967.689315143,0.0,5851967.689315143,0.0,11703935.37863029,10100078.70296132,82059544.35968909,110073475.5566103,31195824.70777975,29451389.48454379,13578324.27256554,29325103.41519845,17723101.86821312,19295179.26712192,19386291.76812888,28713422.04148351,69959608.20528713,60991223.62801452,19623890.87839946,20129554.53726867,15135915.64346612,60315261.60310473
45.0,SSD-128-256,SSD 120-256GB,836.0,369989202.0,474282141.4440261,323268155.0,384755096.2261485,1307.0,459516247.2178776,0.0,7172623.447622869,4751973.493460421,1104927.395807446,141679206.736744,46175271.49120322,1091194.157104362,7616341.024595102,0.0,3808170.512297551,1073594.07960364,8172045.709216502,40998970.10822912,74245416.89550915,1135193.382861584,3561740.361070385,30597427.88072269,105107978.7801289,29435836.31759919,43650009.88676928,223518745.2877011,10517571.34024101,0.0,73622999.38168706
46.0,SSD-480-512,SSD 480-512GB,113.0,91012158.0,137279229.9533251,56563637.0,31647618.86063632,292.0,196643769.0926887,0.0,1004090.540953585,0.0,0.0,2411186.417734363,4054859.121379705,0.0,0.0,0.0,1013714.780344926,0.0,0.0,0.0,4054859.121379705,0.0,0.0,12935927.25175668,1969601.78105196,14053520.55711754,13350812.98562836,107878595.7267165,1771337.294256593,0.0,4428343.235641482
47.0,SW-WIN-PRO,Bản quyền Windows,343.0,175389227.0,83796387.03140523,154992728.0,138091534.2658907,333.0,121094079.7655145,18875894.36058085,43407741.54082263,0.0,0.0,15828647.41457528,3782762.172032943,0.0,1080789.192009412,0.0,5403945.96004706,18207978.09859106,4009486.270942149,7811716.281532689,6966237.009565582,0.0,4063638.255579924,18875894.36058085,44026255.1882177,421077.643428342,5015289.507115584,1258392.957372057,3921063.906727252,2516785.914744113,16414325.26283048
48.0,UPS-SAN-500,Bộ lưu điện Santak 500VA+,34.0,33214249.0,19201492.89036046,27572729.0,30771783.19286177,30.0,21643958.69749869,0.0,0.0,0.0,1217860.170484297,15681512.23802101,2368057.182669309,0.0,16576400.27868517,3519980.652339447,1178829.506780333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9430636.054242661
49.0,VGA-GTX-16,Card đồ họa GTX 16-Series,22.0,71485768.0,0.0,40636366.0,48610496.81952331,10.0,22875271.18047669,0.0,4050874.734960276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44559622.08456304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,WST-DRUM,Trống máy in (Drum),67.0,27758000.0,39542987.71539132,18122728.0,11694068.19183812,163.0,55606919.52355319,237599.1102705832,2566992.594085851,0.0,0.0,0.0,513398.5188171702,756795.5885743896,1514094.374173379,439997.0975451395,0.0,527997.0397712421,0.0,3431981.232830419,2206446.014573005,0.0,551611.5036432513,1487192.028892279,2866289.991372559,2719153.894186609,674329.1137044274,3054021.940089139,347911.7721364921,26888249.78323152,452994.3093319844
51.0,WST-INK-REFILL,Mực nạp / Mực đổ lẻ,2359.0,160974409.0,242070101.0532104,102500928.0,70987197.4932322,5453.0,332057312.5599782,5851968.657309726,5629649.61461867,3079982.586799724,527504.9765193271,8007955.887272784,4389940.262008117,0.0,2605683.767212234,5367970.398018198,4779576.721544819,7567958.770367753,3792088.806920809,5614367.611049977,3913808.049274529,5738095.710602545,1964619.49462701,6398091.840917546,6048702.22686644,15523111.54051451,6470995.138044011,18603096.0633034,6091997.158825203,160317501.9870543,24772631.27677104
52.0,WST-PAPER-A4,Giấy in A4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,TỔNG CỘNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
