Ngày,Số HĐ,TK Nợ,TK Có,Giá trị,Diễn giải
2023-05-04,101727,1331,331,0.0,VAT mua vào HĐ 101727
2023-05-04,17230,156,331,4336380.0,Mua vào: TƯƠNG CHAI PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,82468800.0,Mua vào: XỐT ƯỚP THỊT NƯỚNG GÓI
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,0.0,Mua vào: HÀNG ONPACK CHÉN
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,6981600.0,Mua vào: NƯỚC TƯƠNG HẢO PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,3763620.0,Mua vào: NƯỚC TƯƠNG ĐẬU NÀNH PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,523620.0,Mua vào: KHÔ SATE THỦY TINH
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,37636560.0,Mua vào: CLM - TƯƠNG ỚT (CHUNG)
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,5784000.0,Mua vào: CLM - TƯƠNG ỚT (CHUNG)
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,37636560.0,Mua vào: TƯƠNG CHAI PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,6218100.0,Mua vào: FUEL - DẦU DO
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,1472760.0,Mua vào: TƯƠNG HỘT PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,74181600.0,Mua vào: SATE TÔM
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,907680.0,Mua vào: FUEL - DẦU DO
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,13092000.0,Mua vào: NƯỚC TƯƠNG THANH
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,41892480.0,Mua vào: SATE TÔM PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,0.0,Mua vào: HÀNG ONPACK CHÉN
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,28254240.0,Mua vào: NƯỚC MẮM HƯƠNG VIỆT PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,0.0,Mua vào: HÀNG ONPACK CHÉN
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,5672640.0,Mua vào: NƯỚC MẮM HƯƠNG VIỆT PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,4800000.0,Mua vào: XỐT BÚN GÓI
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,3136380.0,Mua vào: TƯƠNG CHUA NGỌT PET
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17232,156,331,0.0,Mua vào: NƯỚC MẮM HƯƠNG VIỆT PET
2023-05-04,17232,1331,331,0.0,VAT mua vào HĐ 17232
2023-05-04,17232,156,331,0.0,Mua vào: NƯỚC TƯƠNG THANH
2023-05-04,17232,1331,331,0.0,VAT mua vào HĐ 17232
2023-05-04,17232,156,331,0.0,Mua vào: FOOD - BÁNH (CHUNG)
2023-05-04,17232,1331,331,0.0,VAT mua vào HĐ 17232
2023-05-04,17232,156,331,212725.0,Mua vào: SERVICE - CHIẾT KHẤU
2023-05-04,17232,1331,331,0.0,VAT mua vào HĐ 17232
2023-05-04,17232,156,331,3272688.0,Mua vào: FUEL - DẦU DO
2023-05-04,17232,1331,331,0.0,VAT mua vào HĐ 17232
2023-05-04,17231,156,331,917724.0,Mua vào: SERVICE - CHIẾT KHẤU
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,418180.0,Mua vào: FOOD - BÁNH (CHUNG)
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,509100.0,Mua vào: FOOD - BÁNH (CHUNG)
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,1192736.0,Mua vào: CHẢ GIÒ XỐP CHAY
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,2472720.0,Mua vào: FOOD - BÁNH (CHUNG)
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,785456.0,Mua vào: CHẢ GIÒ TÔM CUA
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,749088.0,Mua vào: CHẢ GIÒ THẬP CẨM
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17231,156,331,6109040.0,Mua vào: CHẢ GIÒ TÔM THỊT R/GÓI
2023-05-04,17231,1331,331,0.0,VAT mua vào HĐ 17231
2023-05-04,17230,156,331,26293180.0,Mua vào: SERVICE - CHIẾT KHẤU
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,4908960.0,Mua vào: CLM - TƯƠNG ỚT (CHUNG)
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,3750000.0,Mua vào: BỘT CANH NẤM BÀO NGƯ
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,6872400.0,Mua vào: XỐT ƯỚP XÍU GÓI
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,17230,156,331,19145160.0,Mua vào: XỐT ƯỚP THỊT NƯỚNG
2023-05-04,17230,1331,331,0.0,VAT mua vào HĐ 17230
2023-05-04,2179,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2179,131,3331,0.0,VAT bán ra HĐ 2179
2023-05-04,2190,131,511,268800.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2190,131,3331,0.0,VAT bán ra HĐ 2190
2023-05-04,2190,131,511,1494000.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2190,131,3331,0.0,VAT bán ra HĐ 2190
2023-05-04,2189,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2179,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2179,131,3331,0.0,VAT bán ra HĐ 2179
2023-05-04,2189,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2189,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2189,131,511,124500.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2189,131,511,500000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2189,131,511,975000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2189,131,511,1015000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2189,131,3331,0.0,VAT bán ra HĐ 2189
2023-05-04,2188,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2188,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2188,131,511,363000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2188,131,511,442800.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2188,131,511,5520000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2188,131,511,5550000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2188,131,3331,0.0,VAT bán ra HĐ 2188
2023-05-04,2187,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2187,131,3331,0.0,VAT bán ra HĐ 2187
2023-05-04,2187,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2187,131,3331,0.0,VAT bán ra HĐ 2187
2023-05-04,2187,131,511,3780000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2187,131,3331,0.0,VAT bán ra HĐ 2187
2023-05-04,2187,131,511,391500.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2187,131,3331,0.0,VAT bán ra HĐ 2187
2023-05-04,2187,131,511,7830000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2187,131,3331,0.0,VAT bán ra HĐ 2187
2023-05-04,2186,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,363000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,595000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,6825000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,5075000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,257600.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2186,131,511,6440000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2186,131,3331,0.0,VAT bán ra HĐ 2186
2023-05-04,2185,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,363000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,175305.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,2697000.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,378000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,7560000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,332000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,3700000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2185,131,511,4600000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2185,131,3331,0.0,VAT bán ra HĐ 2185
2023-05-04,2184,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,726000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,341250.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,6825000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,442800.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,5520000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2184,131,511,5550000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2184,131,3331,0.0,VAT bán ra HĐ 2184
2023-05-04,2183,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,726000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,226200.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,3480000.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,726250.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,9450000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2183,131,511,5075000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2183,131,3331,0.0,VAT bán ra HĐ 2183
2023-05-04,2182,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,1089000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,1372000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,341250.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,6825000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,222000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,5550000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,72273.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2182,131,511,3613650.0,Bán ra: BEL - PHÔ MAI
2023-05-04,2182,131,3331,0.0,VAT bán ra HĐ 2182
2023-05-04,2181,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,726000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,261000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,5220000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,108796.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2181,131,511,5439780.0,Bán ra: BEL - PHÔ MAI
2023-05-04,2181,131,3331,0.0,VAT bán ra HĐ 2181
2023-05-04,2180,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,0.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,363000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,250000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,5000000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,184000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,4600000.0,Bán ra: NBT - BÁNH NABATI
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,8648160.0,Bán ra: BEL - PHÔ MAI
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-04,2180,131,511,172963.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-04,2180,131,3331,0.0,VAT bán ra HĐ 2180
2023-05-05,2209,131,511,310000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2209,131,3331,0.0,VAT bán ra HĐ 2209
2023-05-05,2193,131,511,341250.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2193,131,3331,0.0,VAT bán ra HĐ 2193
2023-05-05,2200,131,511,2272000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2200,131,3331,0.0,VAT bán ra HĐ 2200
2023-05-05,2200,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-05,2200,131,3331,0.0,VAT bán ra HĐ 2200
2023-05-05,2201,131,511,1230000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,24600.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,7830000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,391500.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,2560000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2201,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2201,131,3331,0.0,VAT bán ra HĐ 2201
2023-05-05,2202,131,511,2550000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,2550000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,102000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,6825000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,5670000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,624750.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,1029000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2202,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2202,131,3331,0.0,VAT bán ra HĐ 2202
2023-05-05,2203,131,511,2550000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,51000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,5220000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,3045000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,413250.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,948000.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,61620.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,6300000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,310000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2203,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-05,2203,131,3331,0.0,VAT bán ra HĐ 2203
2023-05-05,2204,131,511,10000000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2204,131,3331,0.0,VAT bán ra HĐ 2204
2023-05-05,2204,131,511,500000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2204,131,3331,0.0,VAT bán ra HĐ 2204
2023-05-05,2204,131,511,1715000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2204,131,3331,0.0,VAT bán ra HĐ 2204
2023-05-05,2204,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2204,131,3331,0.0,VAT bán ra HĐ 2204
2023-05-05,2204,131,511,0.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2204,131,3331,0.0,VAT bán ra HĐ 2204
2023-05-05,2205,131,511,5439780.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,108796.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,4150000.0,Bán ra: FOOD - BÁNH (CHUNG)
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,166000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,1494000.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,97110.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,310000.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,6863430.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2205,131,511,0.0,Bán ra: CLM - GIA VỊ CHOLIMEX
2023-05-05,2205,131,3331,0.0,VAT bán ra HĐ 2205
2023-05-05,2206,131,511,2550000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
2023-05-05,2206,131,511,2550000.0,Bán ra: BEL - PHÔ MAI
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
2023-05-05,2206,131,511,102000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
2023-05-05,2206,131,511,10000000.0,Bán ra: SN - YẾN SÀO/NƯỚC YẾN
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
2023-05-05,2206,131,511,500000.0,Bán ra: SERVICE - CHIẾT KHẤU
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
2023-05-05,2206,131,511,2387280.0,Bán ra: VS - XÚC XÍCH VISSAN
2023-05-05,2206,131,3331,0.0,VAT bán ra HĐ 2206
