Ngày,Số HĐ,Diễn giải,TK Đ/Ứ,Nợ,Có
2023-02-20,1189,Thuế GTGT: THU PHI CK CTY DIEP KHANH,1111,4000.0,0
2023-02-20,27273,Thuế GTGT: THU PHI CT ACB,1121,2300.0,0
2023-02-22,360292,Thuế GTGT: Không có tên,1111,226818.0,0
2023-02-22,1246,Thuế GTGT: THU PHI CK CTY MAY TINH VINH XUAN,1111,2618.0,0
2023-02-22,1245,Thuế GTGT: THU PHI CK CTY HOI TU THONG MINH,1111,1500.0,0
2023-02-27,1339,Thuế GTGT: THU PHI CK CTY DIEP KHANH,1111,4000.0,0
2023-02-27,1338,Thuế GTGT: THU PHI CK CTY CP TG SO,1111,4000.0,0
2023-02-27,12830,Thuế GTGT: Không có tên,1111,6000.0,0
2023-02-27,2991,Thuế GTGT: Dịch vụ ngân hàng,1121,3000.0,0
2023-02-27,1337,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,4000.0,0
2023-02-27,722,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,20687.0,0
2023-02-27,33062,"Thuế GTGT: PHI T02/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-02-28,46369397,Thuế GTGT: Không có tên,1111,35000.0,0
2023-02-28,118803,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,2700.0,0
2023-02-28,118898,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,27400.0,0
2023-02-28,149479,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,24964.0,0
2023-02-28,165150,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,43204.0,0
2023-02-28,165151,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,21079.0,0
2023-02-28,118855,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,2000.0,0
2023-02-28,118606,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,21364.0,0
2023-02-28,165249,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,36958.0,0
2023-02-28,118804,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 02 năm 2023,1111,2455.0,0
2023-03-02,35227,Thuế GTGT: THU PHI CT Vietcombank,1121,2500.0,0
2023-03-05,1471,Thuế GTGT: THU PHI CK CTY THE GIOI SO,1111,2000.0,0
2023-03-05,1472,Thuế GTGT: THU PHI CK CTY THUAT DIEP KHANH,1111,1988.0,0
2023-03-06,181034,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,24818.0,0
2023-03-09,1596,Thuế GTGT: THU PHI BAO CO USD CTY HUY VU,1111,5000.0,0
2023-03-10,16763463,Thuế GTGT:  Thu Phi SMS thay doi so du thang  02/2023,1111,1818.0,0
2023-03-13,1686,Thuế GTGT: THU PHI CK CTY LBM,1111,1500.0,0
2023-03-15,1731,Thuế GTGT: THU PHI CK CTY TIN HOC VIET SON,1111,1900.0,0
2023-03-15,1730,Thuế GTGT: THU PHI CK CTY MAY TINH VINH XUAN,1111,1900.0,0
2023-03-15,1739,Thuế GTGT: THU PHI CK CTY CN TIN HOC VIEN SON,1111,4000.0,0
2023-03-22,1906,Thuế GTGT: TP CK CTY TH VIEN SON,1111,1900.0,0
2023-03-23,1971,Thuế GTGT: THU PHI CK CTY MAY TINH VINH XUAN,1111,2800.0,0
2023-03-26,2009,Thuế GTGT: THU PHI CK CTY CP THE GIOI SO,1111,4000.0,0
2023-03-28,2112,Thuế GTGT: THU PHI CK CTY CN NAM THANH,1111,2300.0,0
2023-03-28,49839,"Thuế GTGT: PHI T03/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-03-30,2190,Thuế GTGT: TP CK CTY HUETRONICS,1111,2300.0,0
2023-03-30,5917,Thuế GTGT: Dịch vụ ngân hàng,1121,18400.0,0
2023-03-30,1264,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,11544.0,0
2023-03-30,2189,Thuế GTGT: TP CK CTY MINH PHAT,1111,2300.0,0
2023-03-31,67202949,Thuế GTGT: Không có tên,1111,35000.0,0
2023-04-01,224002,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,37781.0,0
2023-04-01,177181,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,21364.0,0
2023-04-01,177378,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,2455.0,0
2023-04-01,207657,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,24964.0,0
2023-04-01,177427,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,2000.0,0
2023-04-01,177470,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,27400.0,0
2023-04-01,177377,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,3100.0,0
2023-04-01,223907,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,27286.0,0
2023-04-01,223906,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 03 năm 2023,1111,47035.0,0
2023-04-02,2234,Thuế GTGT: THU PHI CK CTY TIN HOC VIEN SON,1111,8000.0,0
2023-04-03,2272,Thuế GTGT: THU PHI CK CTY LE TRAN GIA,1111,2300.0,0
2023-04-04,2301,Thuế GTGT: TP CK CTY VINH XUAN,1111,2300.0,0
2023-04-04,2279,Thuế GTGT: THU PHI BS BCNN FT23055MHZR3 NG24.2.23,1111,4000.0,0
2023-04-05,2348,Thuế GTGT: THU PHI CK CTY PTCNQG ADG DA NANG,1111,4000.0,0
2023-04-05,691,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,24273.0,0
2023-04-06,2387,Thuế GTGT: THU PHI CK CTY LBM,1111,1500.0,0
2023-04-07,23453389,Thuế GTGT:  Thu Phi SMS thay doi so du thang  03/2023,1111,5455.0,0
2023-04-11,2522,Thuế GTGT: THU PHI CK CTY CN TH VIEN SON,1111,4000.0,0
2023-04-12,2551,Thuế GTGT: TP CK CTY CP DAU TU LBM,1111,1500.0,0
2023-04-16,2654,Thuế GTGT: THU PHI CK CTY THE GIOI SO,1111,4000.0,0
2023-04-16,2653,Thuế GTGT: THU PHI CK CTY LOGICO,1111,2300.0,0
2023-04-16,2652,Thuế GTGT: THU PHI CK CTY AN PHAT,1111,2300.0,0
2023-04-18,2727,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1111,2300.0,0
2023-04-19,2747,Thuế GTGT: THU PHI RTM CTY HUY VU,1111,7800.0,0
2023-04-20,2776,Thuế GTGT: TP CK CTY VINH XUAN,1111,2300.0,0
2023-04-20,2775,Thuế GTGT: TP CK CTY VIET SON,1111,2425.0,0
2023-04-20,2774,Thuế GTGT: TP CK CTY HUNG LONG,1111,2300.0,0
2023-04-23,2821,Thuế GTGT: THU PHI CK CTY CP HOI TU THONG MINH,1111,1500.0,0
2023-04-23,2820,Thuế GTGT: THU PHI CK CTY CP TG SO,1111,4000.0,0
2023-04-24,2862,Thuế GTGT: THU PHI CK CTY LBM,1111,1500.0,0
2023-04-24,2860,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,4000.0,0
2023-04-24,2861,Thuế GTGT: THU PHI CK CTY DT VA PT CN QUOC GIA ADG TAI DA NANG,1111,2300.0,0
2023-04-26,64153,"Thuế GTGT: PHI T04/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-04-29,8343,Thuế GTGT: Dịch vụ ngân hàng,1121,1000.0,0
2023-04-29,1575,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,11544.0,0
2023-04-29,26182,Thuế GTGT: Không có tên,1111,18000.0,0
2023-05-01,87265303,Thuế GTGT: Không có tên,1111,35000.0,0
2023-05-02,283093,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,37551.0,0
2023-05-02,235926,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,2455.0,0
2023-05-02,235975,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,2000.0,0
2023-05-02,236018,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,27400.0,0
2023-05-02,265949,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,24964.0,0
2023-05-02,235925,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,2560.0,0
2023-05-02,235732,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,21364.0,0
2023-05-02,282997,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,23565.0,0
2023-05-02,282996,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 04 năm 2023,1111,50726.0,0
2023-05-05,299101,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,9636.0,0
2023-05-07,3108,Thuế GTGT: THU PHI CK CTY THE GIOI SO,1111,4000.0,0
2023-05-07,3109,Thuế GTGT: THU PHI CK CTY VINH XUAN,1111,2300.0,0
2023-05-08,68707,Thuế GTGT: THU PHI CT VietinBank,1121,1900.0,0
2023-05-10,3209,Thuế GTGT: THU PHI CK CTY LBM,1111,1500.0,0
2023-05-10,3208,Thuế GTGT: THU PHI CK CTY LE TRAN GIA,1111,2300.0,0
2023-05-12,31519221,Thuế GTGT:  Thu Phi SMS thay doi so du thang  04/2023,1111,5455.0,0
2023-05-14,3284,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1111,2300.0,0
2023-05-14,3283,Thuế GTGT: THU PHI CK CTY TG SO,1111,4000.0,0
2023-05-17,32872496,"Thuế GTGT: 608_16393635_Thu phi chuyen tien ngoai he thong_600,000,000 VND * 0.02%,Min 100,000/Max 1,000,000/Phi CD 0.",1111,10909.0,0
2023-05-18,3429,Thuế GTGT: THU PHI CK CTY VINH XUAN,1111,2300.0,0
2023-05-22,3503,Thuế GTGT: THU PHI CK CTY ADG+CTY VIEN SON+ CTY TM DAI PHAT,1111,6900.0,0
2023-05-23,3534,Thuế GTGT: THU PHI CK CTY CN ELITE,1111,2400.0,0
2023-05-23,3535,Thuế GTGT: THU PHI CK CTY VIET SON,1111,2300.0,0
2023-05-24,3570,Thuế GTGT: TP CK CTY VINH XUAN,1111,2974.0,0
2023-05-24,3565,Thuế GTGT: THU PHI RTM CTY HUY VU,1111,2000.0,0
2023-05-25,79916,"Thuế GTGT: PHI T05/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-05-25,3610,Thuế GTGT: THU PHI CK CTY CP TG SO,1111,4000.0,0
2023-05-28,3647,Thuế GTGT: TP CK CTY DT LBM,1111,1500.0,0
2023-05-28,3646,Thuế GTGT: TP CK CTY CN ELITE,1111,2300.0,0
2023-05-30,3705,Thuế GTGT: THU PHI RTM CTY HUY VU,1111,100000.0,0
2023-05-30,32807,Thuế GTGT: Không có tên,1111,6000.0,0
2023-05-30,1943,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,12297.0,0
2023-05-31,35667435,Thuế GTGT: THU PHI SEC CTY TNHH MTV HUY VU,1111,1364.0,0
2023-05-31,294866,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,2455.0,0
2023-05-31,294956,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,27400.0,0
2023-05-31,294914,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,2000.0,0
2023-05-31,324627,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,24964.0,0
2023-05-31,342799,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,41127.0,0
2023-05-31,342800,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,24093.0,0
2023-05-31,294670,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,21364.0,0
2023-05-31,342896,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,38786.0,0
2023-05-31,294865,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 05 năm 2023,1111,2620.0,0
2023-06-01,7537166,Thuế GTGT: Không có tên,1111,35000.0,0
2023-06-01,3785,Thuế GTGT: THU PHI CK CTY CN ELITE,1111,2724.0,0
2023-06-01,3786,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2300.0,0
2023-06-01,3787,Thuế GTGT: THU PHI CK CTY DT VA PT CN QUOC GIA ADG TAI DA NANG,1111,2300.0,0
2023-06-05,60865,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,24991.0,0
2023-06-08,3972,Thuế GTGT: THU PHI BAO CO USD CTY HUY VU,1111,5000.0,0
2023-06-09,37933113,Thuế GTGT:  Thu Phi SMS thay doi so du thang  05/2023,1111,5455.0,0
2023-06-13,4091,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,4000.0,0
2023-06-14,4140,Thuế GTGT: THU PHI CK CN CTY CP DAU TU VA PT CONG NGHE QUOC GIA ADG TAI DN,1111,3200.0,0
2023-06-15,4170,Thuế GTGT: THU PHI BAO CO USD CTY HUY VU,1111,5000.0,0
2023-06-19,4229,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,4000.0,0
2023-06-19,4228,Thuế GTGT: THU PHI CK CTY PP SYNNEX FPT,1111,2300.0,0
2023-06-20,4275,Thuế GTGT: TP CK CTY CN QUOC GIA ADG,1111,2300.0,0
2023-06-20,4274,Thuế GTGT: TP CK CTY CN NAM THANH,1111,2300.0,0
2023-06-21,4316,Thuế GTGT: THU PHI CK CTY ADG+CTY VIEN SON,1111,4600.0,0
2023-06-26,96212,"Thuế GTGT: PHI T06/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-06-27,97286,Thuế GTGT: THU PHI CT Vietcombank,1121,2300.0,0
2023-06-28,97797,Thuế GTGT: THU PHI CT VietinBank,1121,2300.0,0
2023-06-29,2313,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,11544.0,0
2023-06-29,13469,Thuế GTGT: Dịch vụ ngân hàng,1121,16000.0,0
2023-06-29,39387,Thuế GTGT: Không có tên,1111,41986.0,0
2023-06-29,4536,Thuế GTGT: THU PHI BAO CO USD CTY HUY VU,1111,5000.0,0
2023-06-30,354351,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,21364.0,0
2023-06-30,354542,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,2460.0,0
2023-06-30,403856,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,25807.0,0
2023-06-30,384099,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,24964.0,0
2023-06-30,403855,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,42061.0,0
2023-06-30,403952,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,41576.0,0
2023-06-30,354633,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,27400.0,0
2023-06-30,354543,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,2455.0,0
2023-06-30,354591,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 06 năm 2023,1111,2000.0,0
2023-07-01,28258023,Thuế GTGT: Không có tên,1111,35000.0,0
2023-07-02,4578,Thuế GTGT: THU PHI CK CN CTY CP DAU TU VA PT CONG NGHE QUOC GIA ADG TAI DN,1111,2300.0,0
2023-07-02,4580,Thuế GTGT: THU PHI CK CTY NAM THANH,1111,2300.0,0
2023-07-02,4577,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2300.0,0
2023-07-02,4579,Thuế GTGT: THU PHI CK CTY LE TRAN GIA,1111,2300.0,0
2023-07-05,119561,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,24182.0,0
2023-07-06,4701,Thuế GTGT: TP CK CTY TH AN PHU,1111,2300.0,0
2023-07-06,4702,Thuế GTGT: TP CK CTY VINH XUAN,1111,2300.0,0
2023-07-07,44461651,Thuế GTGT:  Thu Phi SMS thay doi so du thang  06/2023,1111,5455.0,0
2023-07-09,4735,Thuế GTGT: THU PHI CK CTY CP TG SO,1111,3373.0,0
2023-07-12,4831,Thuế GTGT: THU PHI CK CTY TIN HOC VIET SON,1111,2300.0,0
2023-07-13,4874,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2300.0,0
2023-07-13,4873,Thuế GTGT: THU PHI CK CTY DT VA PT CN QG ADG TAI DA NANG,1111,2300.0,0
2023-07-16,4909,Thuế GTGT: TP CL CTY VINH XUAN,1111,2300.0,0
2023-07-16,4908,Thuế GTGT: TP CK CTY NGUYEN KIM,1111,1500.0,0
2023-07-19,4998,Thuế GTGT: TP CK CTY TH VIEN SON,1111,2300.0,0
2023-07-19,4997,Thuế GTGT: TP CK CTY QG ADG TAI DN,1111,2300.0,0
2023-07-23,48038030,Thuế GTGT: Thu phi dich vu chuyen tien nhanh 180000 VND_920518,1111,16364.0,0
2023-07-23,5056,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2300.0,0
2023-07-23,5059,Thuế GTGT: THU PHI CK CTY NGUYEN KIM,1111,1500.0,0
2023-07-23,5058,Thuế GTGT: THU PHI CK CTY PHUONG VIET,1111,2300.0,0
2023-07-23,5057,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1111,2300.0,0
2023-07-23,48034953,Thuế GTGT: Thu phi dich vu chuyen tien nhanh 180000 VND_920357,1111,16364.0,0
2023-07-24,5092,Thuế GTGT: TP CK CTY PHAN PHOI SYNNEX FPT,1111,2300.0,0
2023-07-24,5091,Thuế GTGT: TP CK CTY KY THUAT DIEP KHANH,1111,2300.0,0
2023-07-26,5165,Thuế GTGT: THU PHI CK CTY LE TRAN GIA,1111,2300.0,0
2023-07-26,5164,Thuế GTGT: THU PHI CK CTY DAI PHAT,1111,2300.0,0
2023-07-27,112762,"Thuế GTGT: PHI T07/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-07-30,49185081,"Thuế GTGT: 608_16598291_Thu phi chuyen tien ngoai he thong_4,000,000,000 VND * 0.02%,Min 100,000/Max 1,000,000/Phi CD 0.",1111,72727.0,0
2023-07-30,5235,Thuế GTGT: THU PHI CK CTY ADG+CTY VIEN SON,1111,4600.0,0
2023-07-30,46165,Thuế GTGT: Không có tên,1111,12000.0,0
2023-07-30,2698,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,21487.0,0
2023-07-30,15840,Thuế GTGT: Dịch vụ ngân hàng,1121,200.0,0
2023-07-31,415279,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,21364.0,0
2023-07-31,415467,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,2280.0,0
2023-07-31,415558,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,27400.0,0
2023-07-31,5275,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1111,2300.0,0
2023-07-31,415516,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,2000.0,0
2023-07-31,415468,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,2455.0,0
2023-08-01,444832,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,24964.0,0
2023-08-01,465702,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,49126.0,0
2023-08-01,49192990,Thuế GTGT: Không có tên,1111,35000.0,0
2023-08-01,465797,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,41022.0,0
2023-08-01,465703,Thuế GTGT: Cước dịch vụ Viễn thông-Công nghệ thông tin tháng 07 năm 2023,1111,23463.0,0
2023-08-03,5369,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2800.0,0
2023-08-06,437484,Thuế GTGT: Cước dịch vụ viễn thông trả sau (Dịch vụ chịu thuế),1111,24545.0,0
2023-08-07,115867,Thuế GTGT: THU PHI CT VietinBank,1121,1900.0,0
2023-08-09,5495,Thuế GTGT: TP CK CTY QG ADG TAI DN,1111,2300.0,0
2023-08-11,51973278,Thuế GTGT:  Thu Phi SMS thay doi so du thang  07/2023,1111,5455.0,0
2023-08-13,5564,Thuế GTGT: THU PHI CK CTY THE GIOI SO,1111,2300.0,0
2023-08-13,5563,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,4000.0,0
2023-08-14,5595,Thuế GTGT: TP CK CTY VIET SON,1111,2300.0,0
2023-08-14,5597,Thuế GTGT: TP CK CTY CN QUOC GIA ADG,1111,2300.0,0
2023-08-14,5598,Thuế GTGT: TP CK CTY VINH XUAN,1111,2300.0,0
2023-08-20,5709,Thuế GTGT: THU PHI CK CTY TG SO+CTY VIEN SON+ CTY PHUONG VIET,1111,6900.0,0
2023-08-21,5747,Thuế GTGT: THU PHI CK CTY CP HUETRONICS,1111,2300.0,0
2023-08-21,5746,Thuế GTGT: THU PHI CK CTY HOI TU THONG MINH,1111,2300.0,0
2023-08-23,5817,Thuế GTGT: THU PHI CK CTY ADG TAI DN,1111,2300.0,0
2023-08-24,5854,Thuế GTGT: THU PHI CK CTY CP THE GIOI SO,1111,2300.0,0
2023-08-24,5855,Thuế GTGT: THU PHI CK CTY DAI PHAT,1111,2300.0,0
2023-08-28,5917,Thuế GTGT: THU PHI CK CTY VIEN SON,1111,2300.0,0
2023-08-28,127993,"Thuế GTGT: PHI T08/2023-040019911911-ALERT,IB,OTP,QLTK",1111,12500.0,0
2023-08-29,5951,Thuế GTGT: THU PHI CK CTY DT VA PT CONG NGHE QUOC GIA ADG TAI DA NANG,1111,2300.0,0
2023-08-29,5950,Thuế GTGT: THU PHI CK CTY VINH XUAN,1111,2300.0,0
2023-08-30,3090,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1111,13855.0,0
2023-08-30,5996,Thuế GTGT: TP CK CTY PP PHUONG VIET,1111,2300.0,0
2023-08-30,5995,Thuế GTGT: TP CK CTY TH VIEN SON,1111,2300.0,0
2023-08-30,52821,Thuế GTGT: Không có tên,1111,6000.0,0
