shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
29772,muavao,1,304666.00,2023-02-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1161,muavao,1,6409091.00,2023-02-21 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC ANH PHƯƠNG A.P.C.O.M,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
45189,muavao,1,49050000.00,2023-02-20 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
27273,muavao,1,23000.00,2023-02-20 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
8337,muavao,1,44636364.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1190,muavao,1,40000.00,2023-02-20 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1189,muavao,1,40000.00,2023-02-20 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
49,muavao,1,22854546.00,2023-02-20 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
26686,muavao,1,828785.00,2023-02-19 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1152,muavao,1,40000.00,2023-02-19 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1151,muavao,1,40000.00,2023-02-19 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
127,muavao,1,3400000.00,2023-02-19 17:00:00,Công ty cổ phần đầu tư & thương mại Đại Phát,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
177,muavao,1,23545455.00,2023-02-17 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MTV HUY VŨ
15895,muavao,1,893213.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
47,muavao,1,3286603.00,2023-02-17 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
1109,muavao,1,28633.00,2023-02-16 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
826,muavao,1,39936364.00,2023-02-16 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ NAM THÀNH,Công ty TNHH  Một Thành Viên Huy Vũ
7126,muavao,1,1278837.00,2023-02-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
7125,muavao,1,5102450.00,2023-02-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
167,muavao,1,39090909.00,2023-02-14 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN HUETRONICS (TỈNH THỪA THIÊN HUẾ),CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
44,muavao,1,47399989.00,2023-02-14 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
36776,muavao,1,85700000.00,2023-02-13 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
36709,muavao,1,23731818.00,2023-02-13 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
23811,muavao,1,220418.00,2023-02-13 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
23810,muavao,1,535929.00,2023-02-13 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2617,muavao,1,46836356.00,2023-02-13 17:00:00,CÔNG TY CỔ PHẦN TIN HỌC VIẾT SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN  HUY VŨ
1037,muavao,1,24776.00,2023-02-13 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
550,muavao,1,6081818.00,2023-02-13 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ ROBO,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
21801,muavao,1,501506.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
21799,muavao,1,227567.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
21797,muavao,1,244162.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15894,muavao,1,1465199.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
7890,muavao,1,27954545.00,2023-02-12 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
5677,muavao,1,94205409.00,2023-02-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2423,muavao,1,24127273.00,2023-02-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
988,muavao,1,23000.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
987,muavao,1,60000.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
986,muavao,1,40000.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
983,muavao,1,23000.00,2023-02-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
673,muavao,1,67045455.00,2023-02-12 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
622,muavao,1,10359086.00,2023-02-12 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC VIỆT,Công Ty TNHH Một Thành Viên Huy Vũ
475,muavao,1,13730700.00,2023-02-12 17:00:00,CÔNG TY TNHH PHÂN PHỐI PHƯƠNG VIỆT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
42,muavao,1,20281835.00,2023-02-12 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
34,muavao,1,3280000.00,2023-02-12 17:00:00,CÔNG TY TNHH FINTECS,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
10185604,muavao,1,18182.00,2023-02-10 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
7784,muavao,1,53863636.00,2023-02-10 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
7695,muavao,1,38454545.00,2023-02-10 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
362,muavao,1,17772727.00,2023-02-10 17:00:00,Chi nhánh Công ty Cổ phần thương mại Tin học Hưng Long,CÔNG TY TNHH MỘT THÀNH VIÊN  HUY VŨ
9473353,muavao,1,1868493.00,2023-02-09 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
7605,muavao,1,33636364.00,2023-02-09 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
7574,muavao,1,22727273.00,2023-02-09 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
2279,muavao,1,27272727.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
20883,muavao,1,226605.00,2023-02-08 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
8835,muavao,1,1513636.00,2023-02-08 17:00:00,Công ty TNHH TP-Link Technologies Việt Nam,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
20520,muavao,1,23000.00,2023-02-07 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
20519,muavao,1,23000.00,2023-02-07 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
4488,muavao,1,19181818.00,2023-02-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
547,muavao,1,18036364.00,2023-02-07 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
492,muavao,1,454545.00,2023-02-07 17:00:00,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ ÂM THANH TRIỆU GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
28949,muavao,1,12590906.00,2023-02-06 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
28876,muavao,1,22216364.00,2023-02-06 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
20315,muavao,1,333060.00,2023-02-06 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
409,muavao,1,10609091.00,2023-02-06 17:00:00,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ ÂM THANH TRIỆU GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
341,muavao,1,3363491.00,2023-02-06 17:00:00,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Công Ty TNHH Một Thành Viên Huy Vũ
19,muavao,1,1663636.00,2023-02-06 17:00:00,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ ĐẠI SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
15893,muavao,1,731151.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
18,muavao,1,5100000.00,2023-02-06 17:00:00,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ VTECH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
83499,muavao,1,236818.00,2023-02-05 17:00:00,CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 7 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Công ty TNHH MTV Huy Vũ
17934,muavao,1,183287.00,2023-02-05 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1790,muavao,1,15454545.00,2023-02-05 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1673,muavao,1,10072727.00,2023-02-05 17:00:00,CÔNG TY TNHH VI TÍNH ĐẠI TÀI LỘC,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
152,muavao,1,5458650.00,2023-02-05 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT XUẤT NHẬP KHẨU MỰC IN VIỆT NHẬT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
100,muavao,1,19636364.00,2023-02-05 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MTV HUY VŨ
62,muavao,1,6730800.00,2023-02-05 17:00:00,CÔNG TY CỔ PHẦN THIẾT BỊ VĂN PHÒNG SIÊU THANH - CHI NHÁNH ĐẮK LẮK,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
33,muavao,1,13545455.00,2023-02-05 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
17575,muavao,1,86904.00,2023-02-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2996,muavao,1,9854618.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2924,muavao,1,38297273.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2922,muavao,1,103314545.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1403,muavao,1,7583636.00,2023-02-02 17:00:00,CÔNG TY TNHH VI TÍNH ĐẠI TÀI LỘC,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
816,muavao,1,23000.00,2023-02-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
815,muavao,1,40000.00,2023-02-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
396,muavao,1,19211820.00,2023-02-01 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC VIỆT,Công Ty TNHH Một Thành Viên Huy Vũ
214,muavao,1,18836364.00,2023-02-01 17:00:00,Chi nhánh Công ty Cổ phần thương mại Tin học Hưng Long,CÔNG TY TNHH MỘT THÀNH VIÊN  HUY VŨ
165,muavao,1,8090909.00,2023-02-01 17:00:00,CÔNG TY CỔ PHẦN RIOTECH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
25965907,muavao,1,350000.00,2023-01-31 17:00:00,Tập đoàn Công nghiệp - Viễn thông Quân đội,Công Ty Tnhh Huy Vũ
106678,muavao,1,374218.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
106580,muavao,1,234510.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
106579,muavao,1,359374.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
90977,muavao,1,249636.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
60191,muavao,1,274000.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
60146,muavao,1,20000.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
60093,muavao,1,24545.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty  TNHH MTV Huy Vũ
60092,muavao,1,25400.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV  Huy Vũ
59893,muavao,1,213636.00,2023-01-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Cửa Hàng Máy Tình Trường Sơn
16320,muavao,1,61698.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15927,muavao,1,1216718.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15925,muavao,1,1045230.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15920,muavao,1,1228783.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15918,muavao,1,849780.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15914,muavao,1,1274671.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15912,muavao,1,399190.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15911,muavao,1,325657.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15907,muavao,1,1444627.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15906,muavao,1,803696.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15892,muavao,1,764803.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15891,muavao,1,764803.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
8651,muavao,1,17000000.00,2023-01-31 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
746,muavao,1,80000.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
23,muavao,1,3280000.00,2023-01-31 17:00:00,CÔNG TY TNHH FINTECS,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
99458,muavao,1,85700000.00,2023-03-30 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Công Ty TNHH MTV Huy Vũ
51220,muavao,1,1849822.00,2023-03-30 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
16617,muavao,1,9466010.00,2023-03-30 17:00:00,NGAN HANG TMCP PHAT TRIEN THANH PHO HO CHI MINH,CONG TY TNHH MOT THANH VIEN HUY VU
5917,muavao,1,184000.00,2023-03-30 17:00:00,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
5698,muavao,1,61881818.00,2023-03-30 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
5559,muavao,1,2236364.00,2023-03-30 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
191226,muavao,1,31644.00,2023-12-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
5508,muavao,1,16745455.00,2023-03-30 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2190,muavao,1,23000.00,2023-03-30 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2189,muavao,1,23000.00,2023-03-30 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2168,muavao,1,14618182.00,2023-03-30 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1607,muavao,1,29127273.00,2023-03-30 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH ĐÀ NẴNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1264,muavao,1,115436.00,2023-03-30 17:00:00,CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 1 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1210,muavao,1,13551746.00,2023-03-30 17:00:00,CÔNG TY TNHH PHÂN PHỐI PHƯƠNG VIỆT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1563,muavao,1,23846364.00,2023-03-29 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ NAM THÀNH,Công ty TNHH  Một Thành Viên Huy Vũ
664,muavao,1,11454545.00,2023-03-29 17:00:00,CHI NHÁNH CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI Á MỸ,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
281,muavao,1,65454545.00,2023-03-29 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
259,muavao,1,21800000.00,2023-03-29 17:00:00,Công ty cổ phần đầu tư & thương mại Đại Phát,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
49839,muavao,1,125000.00,2023-03-28 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2112,muavao,1,23000.00,2023-03-28 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
66,muavao,1,6560000.00,2023-03-28 17:00:00,CÔNG TY TNHH FINTECS,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
20949776,muavao,1,1084932.00,2023-03-27 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
20948699,muavao,1,1627397.00,2023-03-27 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
268,muavao,1,9090909.00,2023-03-27 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
191225,muavao,1,265219.00,2023-12-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
99766,muavao,1,454545.00,2023-03-26 17:00:00,CÔNG TY TNHH MTV XĂNG DẦU BẮC TÂY NGUYÊN,Cty TNHH MTV Huy Vũ
34194,muavao,1,0.00,2023-03-26 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
34177,muavao,1,15454545.00,2023-03-26 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
9954,muavao,1,718182.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN NGUYỄN KIM BÌNH DƯƠNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2009,muavao,1,40000.00,2023-03-26 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
261,muavao,1,26800000.00,2023-03-26 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
2065,muavao,1,10603644.00,2023-03-21 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC ANH PHƯƠNG A.P.C.O.M,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
467,muavao,1,1360000.00,2023-03-24 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT XUẤT NHẬP KHẨU MỰC IN VIỆT NHẬT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
430,muavao,1,3136365.00,2023-03-24 17:00:00,CÔNG TY TNHH VĨNH TÍN,CÔNG TY TNHH MTV HUY VŨ
361,muavao,6,10363636.00,2023-03-24 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MTV HUY VŨ
47118,muavao,1,590169.00,2023-03-23 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
