shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
42,banra,1,1363636.00,2023-01-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN SÔNG ĐÀ 10.1
43,banra,1,53463636.00,2023-01-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN XÂY DỰNG THIÊN QUÂN GIA LAI
52,banra,1,1318182.00,2023-01-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
57731,muavao,1,472531.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
57638,muavao,1,375826.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
57637,muavao,1,437970.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
29331,muavao,1,249636.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
2149,muavao,1,274000.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
2109,muavao,1,20000.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
2061,muavao,1,24545.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty  TNHH MTV Huy Vũ
2060,muavao,1,26671.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV  Huy Vũ
1887,muavao,1,233636.00,2023-12-31 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Cửa Hàng Máy Tình Trường Sơn
71491000,muavao,1,54545.00,2023-11-10 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
6637,muavao,1,220000.00,2023-01-30 17:00:00,NGAN HANG TMCP PHAT TRIEN THANH PHO HO CHI MINH,CONG TY TNHH MOT THANH VIEN HUY VU
6636,muavao,1,7301990.00,2023-01-30 17:00:00,NGAN HANG TMCP PHAT TRIEN THANH PHO HO CHI MINH,CONG TY TNHH MOT THANH VIEN HUY VU
971,banra,1,218182.00,2023-09-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH BỆNH VIỆN MẮT CAO NGUYÊN
51557,muavao,1,97916.00,2023-04-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
51,banra,1,3963636.00,2023-01-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH 716 THUỘC TỔNG CÔNG TY 15
50,banra,1,23863636.00,2023-01-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐẠI HỌC Y DƯỢC - HOÀNG ANH GIA LAI
49,banra,1,2318182.00,2023-01-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN SẢN XUẤT - THƯƠNG MẠI MINH NGỌC
48,banra,1,6000000.00,2023-01-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM KỸ THUẬT TÀI NGUYÊN VÀ MÔI TRƯỜNG GIA LAI
47,banra,1,863636.00,2023-01-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV XÂY DỰNG NĂNG LƯỢNG VNECO
46,banra,1,1109091.00,2023-01-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN XÂY DỰNG THIÊN QUÂN GIA LAI
45,banra,1,2681818.00,2023-01-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH PHƯƠNG ANH THỊNH
44,banra,1,8318182.00,2023-01-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỦY ĐIỆN HOÀNG ANH TÔNA
41,banra,1,6363636.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LIÊN ĐOÀN QUY HOẠCH VÀ ĐIỀU TRA TÀI NGUYÊN NƯỚC MIỀN TRUNG
40,banra,1,2590909.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH XUẤT NHẬP KHẨU HOA TRANG - GIA LAI
39,banra,1,350684455.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
38,banra,1,245455.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH LOTTERIA VIỆT NAM TẠI TỈNH GIA LAI
37,banra,1,1409091.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤC QUẢN LÝ THỊ TRƯỜNG TỈNH GIA LAI
36,banra,1,13636364.00,2023-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ
35,banra,1,190909.00,2023-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,QUỸ TÍN DỤNG NHÂN DÂN THẮNG LỢI
34,banra,1,1227273.00,2023-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN VĂN HÓA GIÁO DỤC GIA LAI
33,banra,1,500000.00,2023-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH ĐẮK LẮK - CÔNG TY CỔ PHẦN VIỄN THÔNG FPT
32,banra,1,23818182.00,2023-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT NAM - CHI NHÁNH NAM GIA LAI
31,banra,1,9772727.00,2023-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BƯU ĐIỆN LIÊN VIỆT - CHI NHÁNH GIA LAI
30,banra,1,9772727.00,2023-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BƯU ĐIỆN LIÊN VIỆT - CHI NHÁNH GIA LAI
29,banra,1,13536364.00,2023-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN BẤT ĐỘNG SẢN TÂM NGUYỄN
28,banra,1,30727273.00,2023-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
27,banra,1,3445455.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,DOANH NGHIỆP TƯ NHÂN HOÀNG NAM
26,banra,1,800000.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV Ô TÔ GIA LAI
25,banra,1,336364.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BINH ĐOÀN 15
24,banra,1,236364.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC CƠ SỞ ANH HÙNG WỪU
23,banra,1,12400000.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI TỈNH GIA LAI
22,banra,1,1136364.00,2023-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TIỂU ĐOÀN 27 QUÂN ĐOÀN 3
21,banra,1,16000000.00,2023-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY THUỶ ĐIỆN IA LY (CHI NHÁNH THUỘC TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM)
20,banra,1,4036365.00,2023-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VĂN PHÒNG PHƯƠNG NAM
19,banra,1,5072727.00,2023-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH GIẢI PHÁP NÔNG NGHIỆP VFR
18,banra,1,372727.00,2023-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH BỆNH VIỆN MẮT CAO NGUYÊN
17,banra,1,3627273.00,2023-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ  IA CHÂM
16,banra,1,1618182.00,2023-01-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NĂNG LƯỢNG HOÀI PHƯƠNG GIA LAI
15,banra,1,118182.00,2023-01-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN DƯỢC PHẨM TV.PHARM
14,banra,1,1145455.00,2023-01-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY LUẬT TNHH LDL
13,banra,1,336364.00,2023-01-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘI NÔNG DÂN  PHƯỜNG HỘI THƯƠNG
12,banra,1,12718182.00,2023-01-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ NGỌC THƠM GIA LAI
11,banra,1,4545455.00,2023-01-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG QUỐC KHÁNH
10,banra,1,381818.00,2023-01-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI TỈNH GIA LAI
9,banra,1,309091.00,2023-01-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐỨC DUNG - BIỂN HỒ
8,banra,1,15136364.00,2023-01-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG QUỐC KHÁNH
7,banra,1,10063636.00,2023-01-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN SÀI GÒN - CHƯ SÊ
6,banra,1,109091.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH XĂNG DẦU QUÂN ĐỘI KHU VỰC TÂY NGUYÊN - CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY XĂNG DẦU QUÂN ĐỘI
5,banra,1,650000.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN BÌNH DƯƠNG
4,banra,1,2731482.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI & DỊCH VỤ ĐÔNG HUY
3,banra,1,72045455.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THẢO NGUYÊN PHÁT
2,banra,1,137909090.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
1,banra,1,13536364.00,2023-01-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TÍN THÀNH ĐẠT
180,banra,1,954545.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN CÀ PHÊ IA GRAI
179,banra,1,17596364.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGÔ QUYỀN
178,banra,1,6454545.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN CÀ PHÊ IA GRAI
177,banra,1,7172727.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS NGUYỄN HUỆ
176,banra,1,681818.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH FCE JIALAI
7663,muavao,1,23000.00,2023-01-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
175,banra,1,181818.00,2023-02-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN SUN TAXI TẠI GIA LAI
174,banra,1,8118182.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH QUICORNAC
173,banra,1,2136364.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NHÀ KHÁCH NỘI BỘ CÔNG ĐOÀN TỈNH GIA LAI
172,banra,1,3018182.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CÀ PHÊ GIA LAI
171,banra,1,1618182.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC PHỔ THÔNG CHUYÊN HÙNG VƯƠNG
170,banra,1,772727.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV LÂM NGHIỆP KONG H'DE
169,banra,1,2554545.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NÔNG NGHIỆP HOÀNG MINH
168,banra,1,900000.00,2023-02-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ ĐÔNG BẮC CHƯ PĂH
167,banra,1,16990909.00,2023-02-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN CHỈ HUY QUÂN SỰ HUYỆN  IA GRAI
166,banra,1,681818.00,2023-02-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG TẤN PHONG
165,banra,1,1272728.00,2023-02-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BINH ĐOÀN 15
51556,muavao,1,69939.00,2023-04-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
164,banra,1,236364.00,2023-02-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TÂY BẮC GIA LAI
163,banra,1,309091.00,2023-02-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH XĂNG DẦU QUÂN ĐỘI KHU VỰC TÂY NGUYÊN - CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY XĂNG DẦU QUÂN ĐỘI
162,banra,1,690909.00,2023-02-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN BÌNH DƯƠNG
161,banra,1,3454545.00,2023-02-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐẢNG ỦY XÃ IA GA
160,banra,1,300000.00,2023-02-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH XĂNG DẦU QUÂN ĐỘI KHU VỰC TÂY NGUYÊN - CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY XĂNG DẦU QUÂN ĐỘI
159,banra,1,15800000.00,2023-02-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS NGUYỄN HUỆ
158,banra,1,152272727.00,2023-02-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
157,banra,1,3400000.00,2023-02-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
156,banra,1,2109091.00,2023-02-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT NAM - CHI NHÁNH NAM GIA LAI
155,banra,1,1090909.00,2023-02-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤC QUẢN LÝ THỊ TRƯỜNG TỈNH GIA LAI
154,banra,1,3227273.00,2023-02-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI TỈNH GIA LAI
153,banra,1,1318182.00,2023-02-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÂN HIỆU TRƯỜNG ĐẠI HỌC LÂM NGHIỆP TẠI TỈNH GIA LAI
152,banra,1,7081818.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN THỰC PHẨM XUẤT KHẨU ĐỒNG GIAO
151,banra,1,2454545.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THANH TUẤN GL
150,banra,1,278545454.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG PHỔ THÔNG NGUYỄN VĂN LINH GIA LAI
149,banra,1,636364.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG MẦM NON THỊ TRẤN IALY
148,banra,1,1436364.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐẢNG ỦY XÃ IA O
147,banra,1,5418182.00,2023-02-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,AGRIBANK  CHI NHÁNH THÀNH PHỐ PLEIKU GIA LAI
146,banra,1,118182.00,2023-02-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN DƯỢC PHẨM TV.PHARM
145,banra,1,572727.00,2023-02-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ ĐÔNG BẮC CHƯ PĂH
144,banra,1,3081818.00,2023-02-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ  IA CHÂM
143,banra,1,872727.00,2023-02-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,VPP PHÚ QUÝ
142,banra,1,500000.00,2023-02-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI PHÚ THÁI GIA LAI
141,banra,1,5072727.00,2023-02-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG TUẤN TÚ GIA LAI
140,banra,1,900000.00,2023-02-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ IA MEUR
139,banra,1,1500000.00,2023-02-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CP TM CHUYỂN PHÁT NHANH EPS
138,banra,1,1727273.00,2023-02-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ IA MEUR
137,banra,1,3536364.00,2023-02-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NHẤT LÊ GIA LAI
136,banra,1,3709091.00,2023-02-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐẠI HỌC Y DƯỢC - HOÀNG ANH GIA LAI
135,banra,1,9090909.00,2023-02-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,SỞ CHỈ HUY TIỀN PHƯƠNG QK
134,banra,1,1054545.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÂN HIỆU TRƯỜNG ĐẠI HỌC LÂM NGHIỆP TẠI TỈNH GIA LAI
133,banra,1,3818182.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤC DỰ TRỮ NHÀ NƯỚC KHU VỰC BẮC TÂY NGUYÊN
132,banra,1,9090909.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
131,banra,1,3627273.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM ĐÔNG Á
130,banra,1,11072727.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HOÀNG KHOA
129,banra,1,1827273.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN HOÀNG ANH GIA LAI
128,banra,1,1045455.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHÈ BIỂN HỒ
127,banra,1,16663636.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH ĐẠI PHÚ
126,banra,1,1200000.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG TRƯỜNG THỊNH
125,banra,1,6181818.00,2023-02-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH BLUE DREAM SOLUTIONS
124,banra,1,576364.00,2023-02-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH DỊCH VỤ THUẾ - KẾ TOÁN TFC GIA LAI
123,banra,1,263636.00,2023-02-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY BẢO VIỆT GIA LAI
122,banra,1,227273.00,2023-02-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÒNG AN NINH MẠNG VÀ PCTP SỬ DỤNG CÔNG NGHỆ CAO - CÔNG AN TỈNH GIA LAI
121,banra,1,2372727.00,2023-02-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NGỌC THANH
120,banra,1,2700000.00,2023-02-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THUỶ ĐIỆN KÊNH BẮC - AYUN HẠ
119,banra,1,272727.00,2023-02-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN MẠCH AN PHÁT
118,banra,1,800000.00,2023-02-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG TRƯỜNG THỊNH
117,banra,1,13536364.00,2023-02-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XÂY DỰNG HOÀNG DUNG - GIA LAI
116,banra,1,1736364.00,2023-02-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CÀ PHÊ GIA LAI
115,banra,1,336364.00,2023-02-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH THƯƠNG PHẨM ATLANTIC VIỆT NAM TẠI TỈNH GIA LAI
114,banra,1,2181818.00,2023-02-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN TƯ VẤN SÔNG ĐÀ - TRUNG TÂM THÍ NGHIỆM XÂY DỰNG SÔNG ĐÀ
